Hour,Wind_Speed_m_s
232,7.43291717916395
233,7.091143679807628
234,5.696799304788366
235,11.28788817865065
236,8.267838044636022
237,2.9497148266847857
238,7.3729086295388555
239,5.676427070463224
240,8.704866669592448
241,5.414958523134599
242,6.770527117066202
243,8.009974557960915
244,8.731510388340244
245,4.599407185888447
246,6.330997528318103
247,6.050109377678088
248,5.693341534852577
249,10.530908480562193
250,7.809963421921911
251,4.478232091329909
252,8.835723894109552
253,11.244312394025266
254,9.064930521102294
255,3.961260068091973
256,6.031531854267497
257,9.533822298373245
258,5.584661068762438
259,7.887638856292456
260,8.549268106858673
261,5.146139056843834
262,6.8809492878764
263,0.5174653198618548
264,4.951224717331421
265,6.494863697213679
266,4.504433636070301
267,10.26482260786327
268,4.139717244078735
269,6.119911026606032
270,7.2614811545721825
271,9.882546578132231
272,4.128275697641121
273,9.32632750430992
274,7.020466122039174
275,5.036982697904098
276,7.924206948526542
277,7.39811939114694
278,5.799566245682411
279,7.139604169980037
280,6.22937280627648
281,7.227034690502496
282,8.324261349042093
283,10.172033632290704
284,4.524369002346302
285,11.266066749312532
286,3.0958244009549962
287,6.6964298099288335
288,8.176634412969154
289,7.561983735470065
290,5.754600960358813
291,6.5837554992854495
292,6.013998130682334
293,5.821270486111577
294,8.69920419404205
295,7.714030971930095
296,5.614180809478691
297,8.799199750866501
298,7.614599041753219
299,8.62572423767792
300,8.259257683847224
301,5.342009978155856
302,5.879637919606061
303,8.494587210246523
304,8.22074053086693
305,6.958196812071704
306,7.234654766617564
307,9.555329791576849
308,5.81685722232834
309,8.094194762340075
310,6.595614695132212
311,6.56463759354556
312,9.19755370397438
313,8.65083269797606
314,8.627019272001277
315,9.610957614308658
316,7.042007683265518
317,8.363905942589927
318,6.379466486813088
319,7.648332704976884
320,6.739713891264631
321,7.193991929985437
322,8.190314050873827
323,5.363558633533055
324,11.184774551370921
325,4.987965237000596
326,4.571622774424536
327,9.316221747000135
328,8.583325387925871
329,8.24823963410431
330,8.25669101852856
331,6.975506454306171
332,5.205491257028337
333,7.151609116387453
334,5.645676576975776
335,8.950239466835502
336,6.705885236995723
337,5.349005606414977
338,6.357228316694013
339,7.825862908551248
340,5.872550894392051
341,5.355559208867137
342,7.487374422983825
343,7.4899331422174455
344,5.9861136492577405
345,6.057923388763355
346,7.464099874715273
347,4.103831317005351
348,4.1850724512468895
349,5.563111557495128
350,6.573105696576306
351,7.621815131196009
352,9.950712433899104
353,8.71531924640404
354,6.680122940073145
355,6.961967584194622
356,4.994941270724382
357,6.96297372801522
358,6.422682722159723
359,7.645437120676179
360,5.345538112895354
361,8.038693028482344
362,10.065477826005155
363,6.782479703086285
364,7.8034234441978825
365,8.380287983422225
366,6.197559056228328
367,7.448184963620833
368,7.02518480156359
369,7.195352197097663
370,5.453980432289067
371,7.049020348517885
372,7.9959965824909
373,9.902287215590084
374,8.918541652170413
375,11.306364915023114
376,5.465304874223901
377,8.744641273441356
378,7.366684011476703
379,11.379605866435345
380,5.383403429289697
381,5.320556315638448
382,5.801214709111956
383,2.7522085513803862
384,5.948489956638478
385,5.481734676892604
386,7.300787572952415
387,7.683511951554319
388,10.752341678431772
389,8.9008476763721
390,5.846192688675194
391,5.203170657303284
392,7.983838343013011
393,4.359533585958715
394,10.662917531708707
395,9.358880241442574
396,6.06164869579059
397,3.573730941818245
398,9.707744748330825
399,6.770920309494764
400,9.475632623946924
401,3.811144682411266
402,5.801249954092454
403,7.010487399436366
404,7.093961187529484
405,6.099869057041513
406,8.245699864694998
407,4.864759141234812
408,6.715241029957413
409,7.240591263423798
410,8.028877668117499
411,8.42322975617778
412,4.750715816324261
413,3.9317716585287554
414,9.555353643797018
415,7.6646280239591835
416,5.503026926886893
417,10.102303951045046
418,7.231349268585717
419,9.358594368127653
420,7.135036962820218
421,11.121495849763974
422,10.510681684886409
423,6.502071703041853
424,8.94314190190871
425,8.290751899170296
426,9.737263115064698
427,5.070153078839791
428,8.372102919996879
429,9.116848973699176
430,3.4825210271537714
431,4.63348297466845
432,2.921535644479799
433,6.461186331110884
434,8.435084511591924
435,10.004714104192056
436,7.14818956083955
437,10.257231091142584
438,4.239797083570217
439,3.5932351212896907
440,6.888904602206763
441,7.768130897878614
442,6.934610503811814
443,2.865115799920247
444,6.821759920974423
445,4.391060998990294
446,8.339345097660077
447,7.733196492193697
448,5.12024042734529
449,5.972266165326613
450,4.881572956222097
451,6.874641805453656
452,8.910284641002477
453,5.028547907328912
454,8.008093031035688
455,5.939484763255118
456,5.414254335475311
457,6.785939280090885
458,4.929515355161252
459,5.8927013893056355
460,4.6042442148223035
461,10.929450265832779
462,7.070527103943458
463,5.600548984014829
464,7.427959821468444
465,6.77534390061834
466,6.558060800933554
467,8.22833340008685
468,8.51501542009461
469,5.938997704778945
470,5.84836351871064
471,6.449896605696712
472,2.3961576705288303
473,3.9696178756028955
474,9.733748534889049
475,10.289935427002568
476,6.501927920887243
477,8.153113926111534
478,7.622500309087072
479,13.157761616910475
480,9.239149822869154
481,6.744164817038467
482,5.088919118799149
483,3.787107359484855
484,7.406927271734446
485,5.487298509431393
486,4.155492580804651
487,5.706854231514947
488,4.8369039927712105
489,10.37428327014513
490,8.763279513898901
491,6.9840547173667655
492,9.959888277780053
493,7.154736615295237
494,5.2774315973434724
495,10.046248154539315
496,8.077820087369318
497,4.925507691347088
498,6.619322643832784
499,5.248763493230486
500,4.234400538071328
501,8.852355095063283
502,10.818833280940261
503,4.202864852361717
504,8.125938473381142
505,5.698714861756346
506,6.0257492324706075
507,5.815212151522262
508,5.272018460640368
509,7.097043255889654
510,5.3380997671779244
511,7.540913651559678
512,6.899523781101726
513,6.522103906267181
514,5.184872675916804
515,5.846457338863335
516,8.510782451651512
517,8.001834375248762
518,5.044889510402898
519,7.198664610858452
520,8.502774246743577
521,3.6611894377572565
522,8.08672038475987
523,5.674752482108307
524,8.141197337186318
525,5.473481686914966
526,3.390235798670962
527,3.7449151242336747
528,7.096169893322764
529,7.519445003442963
530,5.191366749791182
531,8.277184917554749
532,3.6769598754620803
533,6.867840402705367
534,4.577967600475087
535,5.696327784395682
536,7.094797342632828
537,5.279173269432095
538,6.230888911540349
539,9.012585618428881
540,5.846216260953702
541,8.671384224130284
542,4.740586290684764
543,8.059608355830566
544,9.8831372413158
545,2.0567109997454214
546,5.406209489059046
547,8.15414425436108
548,6.593909227914015
549,7.742291746742618
550,5.792029626568359
551,7.1731795749458
552,6.688645529215841
553,9.335564123319614
554,7.508841686602426
555,7.675205324150404
556,6.1762460677550655
557,6.024787551855013
558,6.134883624360758
559,7.788904284756594
560,6.158031038359474
561,7.579549713792826
562,11.150801597290878
563,8.742249406863385
564,6.347952935664318
565,9.402427844327889
566,6.183849253956897
567,2.9237509296442923
568,4.983827378165191
569,3.2584161579482886
570,6.296973031917383
571,7.036836758379104
572,10.352874624550566
573,7.653854747528325
574,6.561798942382271
575,8.658811162366979
576,2.5777293819842297
577,7.471229116217132
578,8.541730387773933
579,4.0428275084403165
580,9.287508086413858
581,7.676992814988829
582,6.169424172198397
583,8.26556373221257
584,11.541385715608792
585,7.36373251011699
586,7.496441172600672
587,6.081278200919511
588,5.300311261070417
589,8.66067163308849
590,5.287832348182265
591,7.143132474438785
592,6.044685106469767
593,7.957959651492784
594,7.667324210573897
595,9.075079888515798
596,5.979967202290506
597,6.460250129413257
598,5.042472568435385
599,6.111413479847776
600,7.754600986089704
601,8.513977233290703
602,5.155669351644749
603,8.73921184021132
604,9.711275717609901
605,7.826869806447402
606,10.753591625116131
607,5.452421601792854
608,4.510690593377166
609,3.442559502191443
610,9.992088622978367
611,8.308731312708115
612,6.8888306581790895
613,7.5599372526396404
614,4.7490219054032465
615,11.891503959233653
616,7.258442363950455
617,7.218789589209786
618,8.451533247797384
619,7.962018463473426
620,7.447768048558263
621,5.419051089109376
622,7.942936714271991
623,10.764048992950068
624,9.690840092309955
625,10.186373253278795
626,5.9775686471376295
627,5.020790359482838
628,6.748426159800704
629,7.111449824577389
630,9.188383036941897
631,3.6150707405703613
632,10.059100638921228
633,6.683984202842021
634,6.14623786010516
635,4.975791249479665
636,3.6902866562684613
637,8.64634116792383
638,7.146635934376808
639,4.420078200517892
640,4.409842455872768
641,6.328430601419743
642,10.338043050578786
643,6.48081729727279
644,3.9937140937637876
645,6.508513871828112
646,6.454552860504659
647,1.6062267141168567
648,6.8914102669643755
649,6.538130939582644
650,8.392412729626837
651,10.69791218989069
652,9.253130059095515
653,6.462222618890339
654,4.786948182516659
655,12.14671960649972
656,7.118436868028977
657,7.027858583825893
658,6.951749825779993
659,7.39616952153571
660,6.711279176152115
661,5.852675986239527
662,5.906282117519216
663,6.934493459568003
664,5.9131504577324705
665,5.574308434645671
666,7.212860455383794
667,6.490045565158289
668,10.007985977165378
669,1.698060383213976
670,9.183013703844924
671,9.492170384995259
672,2.853219535183701
673,6.314624811839303
674,6.257118268008417
675,4.184976610564357
676,5.444366624818249
677,4.7788483090683425
678,10.504540886847245
679,8.871356786294923
680,9.543110189988317
681,8.443344128086471
682,4.741896457565542
683,5.950959467440453
684,7.978749122455836
685,4.555744382216109
686,8.425996860344776
687,6.5193492036837295
688,6.250358384900805
689,8.421919936406983
690,7.88852662297208
691,6.278067668361841
692,9.318659606728495
693,4.837873344800205
694,8.231871213888528
695,8.186202515936767
696,6.38090712137202
697,7.652266044484236
698,4.497772847229394
699,8.848054038413801
700,6.630195727114022
701,5.954553958961921
702,9.098018451673779
703,5.591312618914482
704,4.183077407272881
705,3.8867416529521925
706,8.21201990269128
707,4.439141295007434
708,10.50958836396873
709,2.836141184232556
710,10.392912736580076
711,7.422034934405237
712,6.806573776259215
713,5.910161826382101
714,7.798272228704142
715,6.9247305951503035
716,9.206603764033042
717,7.228455297324079
718,7.300603522923756
719,6.272775575572288
720,6.886108752557865
721,7.615603537784119
722,3.579663214686749
723,4.303629155788574
724,8.48652818804543
725,7.341730876255884
726,6.632033327294642
727,7.036867866130787
728,7.695163410723342
729,5.920480639381277
730,5.4433905491953745
731,7.391690510195363
732,5.043254444769936
733,7.816505511428944
734,3.5948327915243192
735,9.058311274651288
736,7.9451949648260864
737,7.5120594686277515
738,8.965381967891028
739,10.330948888925153
740,9.028740130036262
741,3.3182515373367094
742,4.4408460665285965
743,5.7503628446086426
744,7.052182100421668
745,8.035318040938247
746,5.548512373693069
747,7.373533528954157
748,5.489234135293355
749,5.776964394016104
750,4.186677806303555
751,5.153533507778191
752,4.296630788767333
753,5.048253494045334
754,9.10728359321568
755,5.101202222336114
756,12.26476412967478
757,7.9866358017617785
758,7.369672247389747
759,5.283284439637573
760,8.400619758817983
761,5.848724347524453
762,7.244019629290723
763,12.12016907653759
764,6.8078802005507
765,9.298546652571352
766,5.593647149748225
767,6.930023019006077
768,10.54160127127102
769,5.746065884424465
770,10.624897115993857
771,8.415503870910952
772,5.875066448211465
773,8.264815478111043
774,8.94510889925346
775,8.243619924434393
776,3.859550560219087
777,5.545725648350263
778,6.504962728896991
779,6.851133141799908
780,8.241344195101355
781,7.355402001866508
782,4.3293112825797975
783,7.760395702011927
784,8.221171490567647
785,8.119580895862079
786,9.161561451109243
787,8.667844309097807
788,7.918360158456873
789,6.859668577082706
790,3.678078132968017
791,7.859236438265172
792,7.4153753743262225
793,7.543157674390747
794,4.446502848359382
795,4.837886919183475
796,9.106305706665808
797,6.92088969228669
798,8.363001394745249
799,7.056636752260922
800,7.05951227899149
801,8.876567611951995
802,5.967910543565252
803,7.192241553881967
804,6.075449422589915
805,6.131007545135369
806,6.381655753062721
807,7.444267543267426
808,6.042502756673045
809,9.511512251147042
810,5.210785395560992
811,6.626256711677282
812,6.12053788345165
813,9.893955768707466
814,7.393109553023149
815,9.06368907893727
816,4.028879253926056
817,7.534100531738518
818,8.779261591246874
819,7.164567978550848
820,9.130960750130702
821,5.9654230997992554
822,9.81869488037116
823,11.5977962472385
824,6.274322879120682
825,6.1089949571984565
826,9.906768954235401
827,10.159144291461425
828,5.954279945693464
829,6.159626365808285
830,6.436430782278985
831,4.3110989779314455
832,5.1626961070316035
833,4.991718466495865
834,5.464404869791743
835,6.930630225226437
836,7.468429465073042
837,10.101000985628154
838,5.003291918522418
839,8.968644796953168
840,6.572022311548982
841,6.901072580695134
842,8.349638984333208
843,4.754555956875403
844,7.764819492368101
845,7.332904416426112
846,7.984902528016298
847,7.5783372878156365
848,11.91060027982179
849,5.724520031497368
850,5.938006089996365
851,5.753718947150471
852,5.8890457616794905
853,5.725225745386965
854,9.378033062215103
855,9.84100849597971
856,5.858507412501048
857,5.335288853791543
858,7.942831112772808
859,5.895553911438057
860,8.265863635511021
861,7.405846041702599
862,3.968511770005536
863,10.095010402660122
864,10.591755346191043
865,5.7744226190312276
866,6.224596880128032
867,7.57173078144981
868,7.66891357997405
869,8.31708854534566
870,11.0204090775327
871,6.646105545011901
872,5.4034055109230925
873,4.241361543970946
874,5.538139920116162
875,6.933746054252405
876,10.589115727035576
877,5.964777401927657
878,7.447575903277797
879,6.967154207854496
880,9.376786546896168
881,12.053864851747242
882,5.938262454159359
883,6.021121114963556
884,9.088321754138144
885,8.363782979252623
886,10.693414651472068
887,8.167856370651927
888,6.281415818425881
889,8.181309661384619
890,9.217407161165816
891,8.640964362394728
892,8.014548062214596
893,9.133349379178307
894,9.338591180891346
895,9.764317982075054
896,8.297419775179286
897,6.665763839366291
898,7.293427372866645
899,9.413017933016715
900,5.366128658025528
901,7.737346617745803
902,6.213322375345278
903,7.057489645869635
904,9.556903725214598
905,7.382198136039807
906,7.092873096312298
907,4.280287718040162
908,8.492507132054442
909,8.29096836228215
910,11.32650944661092
911,6.384443530093998
912,7.438300655327878
913,7.498767367421511
914,10.15490655952695
915,6.809408935226096
916,7.558043051540679
917,8.215793019433079
918,7.3732182463127165
919,6.107132770898944
920,7.388179985796615
921,9.147263499719545
922,4.9469694011778795
923,7.265939348293752
924,5.599758370121654
925,9.390093257849685
926,3.9536261904324506
927,5.8821563054568236
928,7.754423750129042
929,10.13104805846868
930,6.868499477854025
931,5.889600946613603
932,10.76231413888118
933,4.1039721991675115
934,2.602388086759836
935,7.880028900106665
936,5.995891551294777
937,4.9575343657385735
938,8.416712894598707
939,7.487601427542398
940,5.871842738526543
941,4.439391202658211
942,8.74491465656029
943,8.300402355917322
944,6.801648272441234
945,10.693273992095332
946,4.859830467347695
947,3.9489496581505223
948,5.616183860237511
949,6.908827967289004
950,7.486678898645383
951,6.5175278842873405
952,7.704110793028594
953,4.496921151619112
954,9.88752920814652
955,6.835697643214862
956,9.234591663176255
957,7.685450692755408
958,7.913506438307568
959,8.139534560464408
960,7.8954171200346295
961,8.285445519735088
962,9.658305060264862
963,7.39304233940294
964,8.418007515177024
965,6.820528611425546
966,9.880234430898945
967,5.64721539588146
968,10.60188086582163
969,6.919684098711313
970,4.138449795763904
971,7.2562088298215786
972,5.637896685050238
973,8.681287097977448
974,5.694752041395218
975,6.107633133570441
976,3.220918538108938
977,6.095387361501847
978,2.1522413467420867
979,3.8321943530285534
980,8.520829312288594
981,8.571600317301664
982,7.85091512356993
983,5.066047713741574
984,6.90457728771604
985,6.992794921818863
986,4.6832706216149145
987,10.006796603534301
988,8.754724581151343
989,6.558071652340672
990,7.053771677989062
991,7.416765615895105
992,2.9165302631514187
993,6.5056452349588065
994,5.636031504004403
995,4.996759980210169
996,6.43779941422809
997,10.595373053699046
998,8.28168572253402
999,5.857642020434406
1000,8.145165562712318
1001,9.798710873172004
1002,8.849267365825538
1003,7.119260739840349
1004,5.706126444588852
1005,8.39644662722718
1006,7.786970770843499
1007,8.790386440055464
1008,8.270343603363939
1009,9.09910543063867
1010,5.929529576878864
1011,9.634788131268651
1012,7.395199209384799
1013,11.150521745250531
1014,5.621624363820864
1015,10.4719276063305
1016,7.395821566925296
1017,5.697163992771103
1018,6.032228331891357
1019,6.3593053836113596
1020,7.848331892803833
1021,8.045670976071
1022,5.852599992122842
1023,6.951290815478035
1024,11.284540717223727
1025,10.455086340201422
1026,7.872647339348064
1027,7.076006956336401
1028,7.240062653436523
1029,8.227035945460834
1030,4.954414869603189
1031,6.48524692515331
1032,3.662831852244821
1033,7.798446245210559
1034,8.294391879405483
1035,6.033627075401252
1036,10.147973526580065
1037,4.548468673995318
1038,4.07125023958036
1039,7.448903637119944
1040,9.094196605224308
1041,10.367855382915737
1042,6.0822314742621195
1043,9.157361666862592
1044,6.922983060998585
1045,6.654745400118361
1046,8.767319874973344
1047,8.30464575682684
1048,3.847215686031501
1049,9.953080699451792
1050,9.760182708294902
1051,5.748874596980941
1052,7.791607066874818
1053,7.988060372565478
1054,7.521347531647814
1055,5.8993896923091595
1056,5.656753264123897
1057,6.9488918580171095
1058,9.345458038518728
1059,8.087200309188864
1060,6.258771335827788
1061,8.543397421296689
1062,1.302914758739849
1063,9.297531400744207
1064,3.5205724424438007
1065,6.275118117193736
1066,4.760660210747712
1067,4.410637048558188
1068,9.32165357475704
1069,6.064597597376217
1070,7.693007763461432
1071,6.906158842241632
1072,7.954081654446243
1073,7.15364378212051
1074,4.434015551622861
1075,8.99253363889428
1076,6.012486833677375
1077,3.886836202680498
1078,6.143769678068175
1079,10.00151958126862
1080,8.700443484226986
1081,6.302695731184282
1082,6.301484591363143
1083,6.356729897565235
1084,11.153495967121682
1085,7.763870904463107
1086,7.8600832943821395
1087,9.060566908063684
1088,7.477578318053027
1089,6.481915708358594
1090,6.607300301830043
1091,6.856797481171872
1092,6.925555526980316
1093,8.45525908727396
1094,7.103891771614599
1095,8.46528015443116
1096,6.838566839782835
1097,7.157270380632181
1098,3.0035986309357847
1099,8.832655349404963
1100,7.692976951795986
1101,8.996020219719304
1102,1.2074892436126214
1103,11.176749409561456
1104,6.720820743689653
1105,9.216365633475032
1106,4.920188145748938
1107,8.22554781012514
1108,4.893168873652687
1109,5.7524620786083895
1110,10.828062707733572
1111,6.6186351984733065
1112,7.434865746359446
1113,8.740135461377509
1114,7.991363775945209
1115,7.3008378102871525
1116,7.729922004932451
1117,11.80683117047655
1118,6.884762405932829
1119,7.402198093429935
1120,9.101308792015224
1121,9.211051865915968
1122,9.374060611120761
1123,8.27746044405837
1124,4.713990174539033
1125,10.266863064602191
1126,4.707309213962624
1127,7.605270930478066
1128,5.491448299961284
1129,6.871723306814015
1130,7.657524820606961
1131,7.642714430900546
1132,7.84384150847057
1133,10.227422538117294
1134,7.90706860302796
1135,6.511686729418702
1136,8.928174336576715
1137,9.37894097784928
1138,4.544784369726015
1139,8.194800139699716
1140,8.402345484621797
1141,6.404872993280016
1142,9.75141362662324
1143,6.699888825934947
1144,7.2511529069430845
1145,6.65385635143226
1146,7.031158095162935
1147,4.807449826209597
1148,4.119898234811411
1149,10.189010126449944
1150,5.306077303363344
1151,5.0172153010873854
1152,2.6932197727925704
1153,5.722076504620995
1154,4.353820413185003
1155,10.284030320272738
1156,9.01963417868527
1157,5.623699309644552
1158,11.504871610688618
1159,8.963530973983188
1160,6.350337232982755
1161,2.001188570252854
1162,11.581885145181484
1163,4.220855066472808
1164,3.7092025060862164
1165,9.045140864019281
1166,11.879504812678546
1167,9.768545637021036
1168,8.12781824010472
1169,8.189508683330573
1170,8.706831117560615
1171,8.51785717957353
1172,7.562382847938752
1173,7.208402207903752
1174,6.874813744200956
1175,5.492070822266648
1176,6.438649846266452
1177,3.614086371609229
1178,6.8033207464105
1179,5.022817785698165
1180,4.792821365568458
1181,7.359788302306957
1182,9.784004572689199
1183,8.836633212004626
1184,3.858998792753646
1185,5.020743726859325
1186,8.881542375976432
1187,5.035025212923381
1188,6.550733700005951
1189,8.100104198049104
1190,5.063311090272729
1191,7.21075101229192
1192,4.331949010163591
1193,5.797264712097572
1194,7.639563868285074
1195,3.8140125329366614
1196,7.880949475920798
1197,6.960724402146638
1198,8.104979908834295
1199,7.447828268129323
1200,9.728280859947688
1201,7.250449005295814
1202,6.141188917749494
1203,7.244595006064568
1204,8.086596058072775
1205,7.0977201406514085
1206,7.081183382407764
1207,5.59601662438649
1208,5.674198164898104
1209,4.194789456400613
1210,10.499153486373878
1211,4.512273529217429
1212,5.614189604408185
1213,5.563185468861605
1214,8.789848753888883
1215,6.410100643415944
1216,9.495484145347469
1217,5.653018751512263
1218,7.557988324447604
1219,5.329305893480486
1220,11.290298255546777
1221,4.624803161940974
1222,7.619641420454055
1223,8.267553761864196
1224,7.827598194902997
1225,6.629424682244584
1226,6.740358600533147
1227,7.087622943958219
1228,6.705995996743023
1229,8.92775823358982
1230,11.421046003182703
1231,5.885016429984333
1232,4.260394040841844
1233,6.82343590329749
1234,12.159418675308636
1235,5.392650864060538
1236,10.278233610888135
1237,10.355401628152881
1238,5.892823516584011
1239,8.137966158370551
1240,10.256793246257075
1241,6.241744518025026
1242,6.592839279795276
1243,5.836638172102712
1244,4.970486538614266
1245,5.701444909867986
1246,4.552119466475487
1247,7.068166936518452
1248,5.460053537882716
1249,7.467571823581496
1250,3.8882087075927454
1251,7.661760464428914
1252,8.667057923217849
1253,3.012528714857089
1254,7.748113139695144
1255,9.455337984946585
1256,4.580717962617589
1257,10.345144773675408
1258,7.838038018732091
1259,5.589976288483182
1260,6.8884618446845876
1261,8.116653825043445
1262,7.152010782824823
1263,8.077511984892737
1264,5.158652813841267
1265,7.3387216480721555
1266,4.17257100619004
1267,6.7775478773026
1268,5.19218471707042
1269,5.528940114820466
1270,9.472186350420875
1271,9.182620241188538
1272,8.218276241814355
1273,4.815374470654842
1274,6.367183100610396
1275,9.426195399958367
1276,7.28343382727981
1277,11.63865907996339
1278,7.786635678788744
1279,7.3840982329800635
1280,6.3817670715949975
1281,7.267081809564565
1282,6.695060327238912
1283,8.416217353377181
1284,8.913404633589169
1285,5.428021078984101
1286,4.337534092884444
1287,3.327589253793407
1288,8.015982653825088
1289,4.793266787652253
1290,2.6942188140950343
1291,7.7771572090619285
1292,11.985999034865582
1293,6.987858176920214
1294,8.676981548903283
1295,7.16365871709513
1296,6.8022206936177145
1297,8.838152965975537
1298,6.419450911622698
1299,7.534784628143806
1300,7.643395612392027
1301,5.6638190927139025
1302,8.984084699073046
1303,6.650080486609182
1304,5.48850968101431
1305,8.073019687140807
1306,5.203064036417926
1307,7.056362314738257
1308,6.981762006711593
1309,9.171791131663156
1310,7.949396465759905
1311,6.949946082509713
1312,8.635532598400575
1313,9.780415098034627
1314,8.115620612703724
1315,7.0207052396867615
1316,4.376327535299681
1317,4.869772673849255
1318,6.389550591290664
1319,5.780975595681434
1320,6.626057394029108
1321,7.113299849794214
1322,8.059385508713461
1323,6.859002443881818
1324,7.9730032876524035
1325,7.12894882962024
1326,3.0490668672922574
1327,5.121329212362491
1328,6.7118248885567695
1329,4.580610514317785
1330,8.199857459992408
1331,10.061501664687395
1332,9.437523703394634
1333,6.573114258139584
1334,9.981452273699905
1335,7.297334914404223
1336,6.325828057763921
1337,5.7731946729181205
1338,6.395060627023743
1339,6.223646362917543
1340,7.340832444750975
1341,7.3211479620997295
1342,7.006092040306829
1343,7.8738763394927
1344,9.381292549572683
1345,8.899108270882648
1346,4.030204063100193
1347,1.8921577301960903
